0.6,0.5,0.3,-5.5
0.6,0.5,0.3,20
0.6,0.5,0.3,17
0.6,0.5,0.3,21
0.6,0.5,0.3,22.5
0.6,0.5,0.3,26
0.6,0.5,0.3,22
0.6,0.5,0.3,29.5
0.6,0.5,0.3,22
0.6,0.5,0.3,22
0.6,0.5,0.3,20
0.6,0.5,0.3,22
0.6,0.5,0.3,22
0.6,0.5,0.3,20
0.6,0.5,0.3,20
0.6,0.5,0.3,20
0.6,0.5,0.3,19.5
0.6,0.5,0.3,23.5
0.6,0.5,0.3,20
0.6,0.5,0.3,19
0.6,0.5,0.3,22
0.6,0.5,0.3,18
0.6,0.5,0.3,20
0.6,0.5,0.3,30
0.6,0.5,0.3,20
0.6,0.5,0.3,18
0.6,0.5,0.3,18
0.6,0.5,0.3,20
0.6,0.5,0.3,22
0.6,0.5,0.3,22
0.6,0.5,0.3,17.5
0.6,0.5,0.3,26
0.6,0.5,0.3,24
0.6,0.5,0.3,24
0.6,0.5,0.3,26
0.6,0.5,0.3,18
0.6,0.5,0.3,21
0.6,0.5,0.3,24
0.6,0.5,0.3,20
0.6,0.5,0.3,15
0.6,0.5,0.3,23.5
0.6,0.5,0.3,23.5
0.6,0.5,0.3,22
0.6,0.5,0.3,25.5
0.6,0.5,0.3,34
0.6,0.5,0.3,26
0.6,0.5,0.3,20
0.6,0.5,0.3,11.5
0.6,0.5,0.3,20
0.6,0.5,0.3,28
0.6,0.5,0.3,25.5
0.6,0.5,0.3,26
0.6,0.5,0.3,19.5
0.6,0.5,0.3,23.5
0.6,0.5,0.3,22
0.6,0.5,0.3,18
0.6,0.5,0.3,23
0.6,0.5,0.3,22
0.6,0.5,0.3,22
0.6,0.5,0.3,22
0.6,0.5,0.3,22
0.6,0.5,0.3,22
0.6,0.5,0.3,30
0.6,0.5,0.3,20
0.6,0.5,0.3,22
0.6,0.5,0.3,18
0.6,0.5,0.3,28.5
0.6,0.5,0.3,25.5
0.6,0.5,0.3,27.5
0.6,0.5,0.3,18.5
0.6,0.5,0.3,18
0.6,0.5,0.3,20
0.6,0.5,0.3,18
0.6,0.5,0.3,30
0.6,0.5,0.3,18
0.6,0.5,0.3,24
0.6,0.5,0.3,22
0.6,0.5,0.3,18
0.6,0.5,0.3,22
0.6,0.5,0.3,24
0.6,0.5,0.3,28
0.6,0.5,0.3,22
0.6,0.5,0.3,18
0.6,0.5,0.3,22
0.6,0.5,0.3,24
0.6,0.5,0.3,20
0.6,0.5,0.3,18
0.6,0.5,0.3,22
0.6,0.5,0.3,20
0.6,0.5,0.3,20
0.6,0.5,0.3,23
0.6,0.5,0.3,20
0.6,0.5,0.3,20.5
0.6,0.5,0.3,20
0.6,0.5,0.3,32
0.6,0.5,0.3,18
0.6,0.5,0.3,22
0.6,0.5,0.3,25.5
0.6,0.5,0.3,22
0.6,0.5,0.3,18
0.6,0.5,0.3,0.96
0.3,0.6,0.5,18
0.3,0.6,0.5,24
0.3,0.6,0.5,36.5
0.3,0.6,0.5,22.5
0.3,0.6,0.5,16.5
0.3,0.6,0.5,23.5
0.3,0.6,0.5,28
0.3,0.6,0.5,23
0.3,0.6,0.5,19.5
0.3,0.6,0.5,29.5
0.3,0.6,0.5,15.5
0.3,0.6,0.5,29.5
0.3,0.6,0.5,24
0.3,0.6,0.5,18
0.3,0.6,0.5,19.5
0.3,0.6,0.5,24
0.3,0.6,0.5,20
0.3,0.6,0.5,20.5
0.3,0.6,0.5,27.5
0.3,0.6,0.5,22
0.3,0.6,0.5,24.5
0.3,0.6,0.5,22
0.3,0.6,0.5,23.5
0.3,0.6,0.5,27
0.3,0.6,0.5,14
0.3,0.6,0.5,18
0.3,0.6,0.5,22
0.3,0.6,0.5,18
0.3,0.6,0.5,26
0.3,0.6,0.5,20
0.3,0.6,0.5,23.5
0.3,0.6,0.5,23.5
0.3,0.6,0.5,18
0.3,0.6,0.5,13.5
0.3,0.6,0.5,18
0.3,0.6,0.5,29
0.3,0.6,0.5,23
0.3,0.6,0.5,24
0.3,0.6,0.5,13.5
0.3,0.6,0.5,22
0.3,0.6,0.5,26
0.3,0.6,0.5,32
0.3,0.6,0.5,24
0.3,0.6,0.5,22
0.3,0.6,0.5,24
0.3,0.6,0.5,21.5
0.3,0.6,0.5,29.5
0.3,0.6,0.5,22
0.3,0.6,0.5,28
0.3,0.6,0.5,21.5
0.3,0.6,0.5,26
0.3,0.6,0.5,22
0.3,0.6,0.5,20
